SVL,Weight,HeadW,ShW,ThL,LoLegL,ThW,LLegW,Risk
14.269,0.2,4.927194635,4.580301628,5.73,5.0075,2.036343168,1.295121261,low
14.295,0.2,4.48733878,4.041507206,5.6255,5.24,2.106677424,1.222877052,low
14.318,0.2,4.708018645,4.237092621,5.55,4.892,2.290525237,1.408788321,low
14.392,0.2,4.889228739,4.542614589,5.6375,5.16,2.280984259,1.332435749,low
14.682,0.2,4.983821458,4.375717311,6.055,5.622,2.283570344,1.365069428,low
14.718,0.2,4.907276872,4.246733356,6.0725,5.3325,2.239472067,1.258901699,low
14.736,0.2,4.768670359,4.309100973,5.7595,5.3375,2.126352343,1.423118851,low
14.748,0.2,5.015297968,4.086203309,5.388,5.097,2.161974903,1.402382623,med
15.416,0.2,5.002248032,4.321748898,6.117,5.508,2.178616308,1.353918727,high
13.417,0.201,4.863713266,4.48978593,5.983,5.4695,2.168050791,1.343792118,null
13.683,0.201,4.6305696,4.44277712,5.4255,5.1405,2.313331282,1.403889267,null
13.802,0.201,4.834286269,4.417209577,5.726,4.5835,2.211327039,1.432238965,null
14.127,0.201,4.64803143,4.562393454,6.0045,4.953,2.210807078,1.4130362,null
14.274,0.201,4.873017273,4.19488303,5.5245,5.209,2.374051529,1.393457099,low
14.316,0.201,5.036990756,4.147907549,5.6605,4.9655,2.349382514,1.317941545,low
14.421,0.201,4.899067314,4.189419317,6.2795,5.3535,2.175500754,1.257593949,low
14.514,0.201,4.639637408,4.262883593,6.0735,5.7975,2.20834638,1.136980256,low
14.531,0.201,4.719517746,4.139936805,5.6725,5.2625,2.14534003,1.437955311,low
14.727,0.201,4.734033363,4.417234829,5.6315,5.2795,2.13514719,1.403215915,low
15.126,0.201,5.170898481,4.068896417,6.1245,5.432,2.231729705,1.280782748,med
13.829,0.202,4.830861036,4.246393985,5.8275,5.099,2.23624986,1.299025749,null
13.866,0.202,4.744983283,4.308782501,5.63,4.689,2.230491028,1.238995625,null
14.143,0.202,4.779070274,4.005363949,5.514,5.305,2.218573617,1.13602034,null
14.315,0.202,4.875638328,4.187214543,6.099,5.6765,2.159739924,1.434601245,low
14.823,0.202,4.849957578,4.076870025,5.9585,5.788,2.286328518,1.147366084,med
15.023,0.202,4.963469992,4.829794505,6.5055,5.667,2.181855056,1.314148792,med
15.031,0.202,4.844698105,4.731310951,5.8995,5.534,2.35283315,1.256313076,med
15.205,0.202,4.937893041,4.515950756,5.2175,5.1185,2.378802725,1.213723672,med
15.637,0.202,4.831170129,4.891103145,6.001,5.4125,2.149679451,1.387400174,high
14.011,0.203,4.660221553,3.942367159,5.492,4.9145,2.156209124,1.571828535,null
14.033,0.203,4.714709501,4.374543689,5.063,4.6525,2.307254651,1.382452479,null
14.066,0.203,4.71025873,4.476789364,6.0055,5.387,2.199588558,1.433744318,null
14.134,0.203,4.686320528,4.54887318,5.4735,5.124,2.238544106,1.428041075,null
14.292,0.203,4.912251022,4.633469079,5.6735,5.181,2.223764666,1.424827945,low
14.323,0.203,4.717317623,4.753281843,5.312,4.9525,2.294477911,1.487830557,low
14.41,0.203,5.067400415,4.364510119,5.8355,5.2775,2.076362675,1.448565259,low
14.75,0.203,5.034329085,4.325747664,6.4175,5.5895,2.152148913,1.402164423,med
14.752,0.203,5.137568486,4.285563536,5.654,5.038,2.183838228,1.519001494,med
14.935,0.203,4.716898097,4.380865584,5.195,4.6635,2.063537537,1.248427342,med
13.949,0.204,4.908011454,4.228229975,5.4235,4.8505,2.340997963,1.169033475,null
14.197,0.204,4.823470191,4.474536339,5.1655,4.943,2.291166004,1.448001648,null
14.273,0.204,4.863513118,4.312499339,5.401,5.1165,2.276506338,1.286364799,low
14.423,0.204,4.838625169,4.489653917,5.9565,5.3015,2.079827377,1.16805511,low
14.451,0.204,4.745094799,4.383851732,5.717,5.484,2.146828729,1.325865454,low
14.74,0.204,4.975746669,4.228212415,6.4365,5.605,2.164785734,1.265003528,low
14.908,0.204,4.997045664,4.578486951,5.389,5.235,2.11365768,1.363844462,med
14.922,0.204,5.146488359,4.828814367,5.7015,4.909,2.208636231,1.356332509,med
13.889,0.205,4.676914316,4.041381136,4.774,4.6795,2.389888275,1.584654825,null
14.01,0.205,4.789403181,4.437707157,5.5415,5.6185,2.364561948,1.197283071,null
14.033,0.205,4.555576953,4.197484012,6.239,4.7485,2.214601046,1.514219436,null
14.225,0.205,5.004011416,4.409483499,5.268,4.7765,1.950543438,1.537791116,low
14.366,0.205,4.698728802,4.555256569,6.108,5.6465,2.076784805,1.389739705,low
14.375,0.205,5.036411665,4.685134807,5.759,5.268,2.173814993,1.453348364,low
14.499,0.205,4.928778406,4.718558359,5.458,5.109,2.26346017,1.397635205,low
14.645,0.205,5.238501424,4.092095537,5.816,5.447,2.253376824,1.092802478,low
14.989,0.205,4.762170132,4.405982231,5.8515,5.284,2.011584937,1.181297887,med
14.012,0.206,4.867625372,4.070052878,5.8755,5.0645,2.101167164,1.258212523,null
14.187,0.206,5.236326163,4.340041157,6.356,5.8035,2.216342303,1.274992794,null
14.213,0.206,4.642181805,4.468775258,5.8065,4.868,2.331872834,1.459605627,low
14.29,0.206,4.860012708,4.733467819,5.644,5.202,2.259864503,1.396659346,low
14.353,0.206,4.822899828,4.627132999,5.7585,4.9015,2.203842143,1.523943433,low
14.404,0.206,4.72957011,4.21600435,6.059,5.184,2.156672092,1.398151115,low
14.577,0.206,4.800912535,4.42130133,5.8395,5.1205,2.260759701,1.385546372,low
14.745,0.206,5.17498096,4.41758508,5.902,5.6465,2.061302617,1.314077024,med
14.95,0.206,4.828595445,4.158068848,5.7105,5.261,2.13180448,1.401827148,med
14.027,0.207,4.775882014,4.454646765,5.527,5.177,2.162113757,1.343992181,null
14.201,0.207,4.886894529,4.308119586,5.884,5.0385,2.058841749,1.257357389,null
14.453,0.207,4.765075948,4.342207924,5.991,5.4475,2.144757057,1.301477113,low
14.661,0.207,4.76629145,4.063109337,5.6645,5.0145,2.317390715,1.417981242,low
14.694,0.207,5.146585356,4.885010358,6.1535,5.5025,1.972210942,1.232161371,low
14.742,0.207,5.033369072,4.432672696,5.6665,5.413,2.150237618,1.300814453,med
14.746,0.207,4.86642502,4.461535781,5.806,4.8285,2.109170127,1.384642201,med
14.77,0.207,4.759785073,4.643566954,5.809,5.2875,2.216482479,1.2850765,med
14.981,0.207,5.02870303,4.305274022,5.658,5.103,2.075338175,1.376323025,med
14.41,0.208,4.989158909,4.064119956,5.7855,4.7485,2.060234511,1.337412202,low
14.451,0.208,4.846743803,4.35520981,5.9665,5.5545,2.187765351,1.356103691,low
14.569,0.208,4.891986403,4.367857862,5.717,5.421,2.113992051,1.190668955,low
14.602,0.208,5.027237901,4.095094867,5.596,5.435,2.179893422,1.394539766,low
14.607,0.208,4.756465815,4.221378309,6.047,5.293,2.137439639,1.431019161,low
14.637,0.208,5.001517582,4.21367319,5.2365,4.7765,2.280942789,1.394337373,low
14.723,0.208,4.730809991,4.540753683,5.4965,5.2475,2.211329481,1.291363825,low
14.912,0.208,4.811988367,4.755854895,5.673,5.3695,2.283678669,1.452353606,med
14.993,0.208,4.760810272,4.300087438,6.0855,5.4905,2.107609209,1.217667296,med
15.011,0.208,4.917752116,4.194366434,6.496,5.6665,2.035960943,1.212329732,med
15.058,0.208,4.878029516,4.520854506,6.032,5.352,2.092585894,1.315827393,med
15.066,0.208,4.855361129,4.629984752,5.7885,4.8815,2.142108267,1.367753132,med
15.076,0.208,4.909980117,4.396606798,4.767,5.0925,2.452151538,1.357606556,med
15.264,0.208,4.990575407,4.556924192,6.03,5.6245,2.20988867,1.276203977,med
13.649,0.209,4.72870848,3.938224795,5.677,5.2125,2.188177882,1.432725922,null
13.725,0.209,4.522286696,4.332754505,5.102,4.801,2.306998825,1.426899071,null
14.077,0.209,4.718038421,4.009035085,5.5115,4.9925,2.082713251,1.346271748,null
14.095,0.209,4.49616702,4.452256474,5.815,5.13,2.344739402,1.400202107,null
14.524,0.209,4.830397147,4.664819074,5.824,5.4915,2.307350852,1.326485386,low
14.873,0.209,5.056493171,4.410427505,6.0025,5.133,1.900673526,1.285813156,med
15.084,0.209,4.769699982,4.377020448,6.1635,5.624,2.019151863,1.156189458,med
13.911,0.21,4.947795841,4.221720659,4.9175,4.5695,2.257006291,1.383989302,null
13.986,0.21,4.801283898,4.345889985,5.937,5.227,2.199901825,1.270813331,null
14.235,0.21,4.936027225,4.356427278,6.12,5.149,2.193601849,1.39582183,low
14.261,0.21,4.852047551,4.192681323,6.084,5.5625,2.244260964,1.34997994,low
14.278,0.21,4.87745698,4.457636321,6.1015,5.619,2.190365318,1.171064329,low
14.379,0.21,4.857745579,4.315800254,5.6945,5.0355,2.266034606,1.301540067,low
14.506,0.21,5.012540619,4.394644423,6.238,5.4065,2.12785255,1.174627138,low
14.569,0.21,4.898069332,4.31694831,5.5245,5.383,2.252871618,1.336365511,low
14.622,0.21,4.849089537,3.961476989,5.733,5.369,2.231015782,1.451900668,low
14.749,0.21,4.91091929,4.555167699,5.492,5.038,2.203411984,1.355972405,med
14.82,0.21,4.679653746,4.064546619,5.7275,5.594,2.163937268,1.216403316,med
15.492,0.21,4.822010607,4.714429733,5.589,5.445,2.21314732,1.28613029,high
13.543,0.211,4.919017221,3.89336498,5.7565,5.146,2.104241908,1.230344048,null
14.246,0.211,4.720526782,4.385621349,5.934,5.534,2.12679143,1.262250766,low
14.267,0.211,4.980211557,4.250549098,5.8555,5.192,2.206886005,1.359707818,low
14.305,0.211,4.724993675,4.236791802,5.931,5.411,2.160680938,1.230824374,low
14.392,0.211,4.912562016,4.694784475,6.107,5.137,2.026603972,1.362436024,low
14.737,0.211,5.008256219,4.562412099,5.4705,4.93,2.228691394,1.4174586,low
14.801,0.211,4.970250725,4.372919389,6.11,5.516,2.187234041,1.271256381,med
15.072,0.211,4.781755734,4.255784056,6.0525,5.324,2.162466506,1.262464526,med
15.542,0.211,4.941743718,4.562736223,5.649,5.6935,2.224447529,1.311578024,high
14.22,0.212,4.963637152,3.701552938,6.0155,5.26,2.073849004,1.385687041,low
14.297,0.212,4.621352359,4.330417902,5.9125,5.4485,2.15527617,1.405212301,low
14.315,0.212,4.80908583,4.348696956,6.002,5.199,2.190870716,1.461239091,low
14.344,0.212,4.795382298,4.477011664,5.401,5.4405,2.251085548,1.318985075,low
14.629,0.212,5.073217373,4.063466547,5.274,4.97,2.321099976,1.29772556,low
14.657,0.212,4.803625623,4.707048881,6.399,5.7505,2.005482689,1.208772201,low
14.675,0.212,4.883135955,4.091523521,5.7895,5.3525,2.26937217,1.326824321,low
14.835,0.212,5.152009266,4.191403031,5.4265,5.297,2.155576096,1.410088379,med
14.988,0.212,4.725927632,4.613567317,5.701,5.3305,2.254521452,1.293623452,med
15.129,0.212,5.164088976,4.535186711,6.359,5.7915,2.024574542,1.106426988,med
15.194,0.212,4.941002391,4.595269925,5.603,5.499,2.224589192,1.430159553,med
15.46,0.212,4.70980271,4.879222637,5.84,4.891,2.223079696,1.363431211,high
13.746,0.213,4.64143702,4.299273583,5.587,5.22,2.330048514,1.550656792,null
13.981,0.213,4.758906035,4.017129389,5.511,4.955,2.246488999,1.421650136,null
14.248,0.213,4.81338515,4.66779544,5.498,5.0635,2.151876055,1.50453888,low
14.358,0.213,4.548360218,4.365098934,5.547,4.886,2.242769329,1.243604365,low
14.381,0.213,4.864218743,4.507343125,5.952,5.163,2.231824231,1.364889915,low
14.433,0.213,4.884474588,4.427602254,5.6675,5.281,2.281366924,1.52547938,low
14.491,0.213,4.696337648,4.619409407,5.7925,5.3175,2.164838379,1.287569719,low
14.878,0.213,4.786948998,4.838874377,5.433,5.246,2.225115261,1.331307023,med
15.356,0.213,4.803941589,4.73852286,6.127,5.8235,2.150774001,1.265033079,high
14.032,0.214,4.641375978,4.374708616,5.8705,5.046,2.277334893,1.51238334,null
14.214,0.214,4.922758002,4.299976959,5.7005,5.3665,2.285335136,1.239101456,low
14.278,0.214,4.926980083,4.269509609,5.9965,5.6695,2.083350549,1.308232857,low
14.319,0.214,5.038118509,4.49546466,6.0395,5.5895,2.144630092,1.120609769,low
14.426,0.214,4.703245494,4.530968648,6.102,5.5055,2.131727907,1.171696499,low
14.462,0.214,4.589387464,4.610004068,5.755,4.9725,2.297893532,1.381958594,low
14.687,0.214,4.726901682,4.634819925,4.923,4.6505,2.352309746,1.469854555,low
14.821,0.214,4.77273241,4.366371586,6.0135,5.3015,2.098874748,1.523737148,med
14.962,0.214,4.777541232,4.606316472,5.6585,5.088,2.20988982,1.194388253,med
15.037,0.214,4.967520671,4.441898225,6.322,5.6565,2.013703182,1.104880732,med
15.037,0.214,5.085914169,4.665914355,6.0145,5.795,2.206033659,1.282913232,med
15.077,0.214,4.850871748,4.191175706,5.032,4.938,2.271839962,1.332839126,med
15.126,0.214,4.726253122,4.087366375,5.7545,5.6415,2.368630912,1.216424837,med
15.139,0.214,4.876186114,4.354920713,5.8105,5.445,2.311579529,1.286060814,med
15.271,0.214,4.878534578,4.348637485,5.684,5.502,2.197508941,1.390337226,med
14.441,0.215,4.774136932,4.50555744,5.883,5.6065,2.053453693,1.359830991,low
14.676,0.215,5.085342755,4.661061575,6.3965,5.7535,1.993821945,1.161997853,low
14.743,0.215,4.85453781,4.637717199,5.488,4.6425,2.395846445,1.488397256,med
14.824,0.215,4.743784562,4.030171983,6.0305,5.5485,2.172001864,1.196698141,med
15.107,0.215,4.630220716,4.508760993,6.0745,5.8065,2.27419317,1.177758082,med
15.112,0.215,4.894259575,4.781315484,6.0375,5.578,2.226907286,1.371715828,med
15.202,0.215,4.986083416,4.41882776,5.9405,5.3665,2.031502864,1.173767247,med
14.317,0.216,4.90317998,4.524773597,5.9715,5.673,2.135302189,1.110815287,low
14.336,0.216,4.796006033,4.689937726,5.9885,5.5145,2.241013609,1.349806782,low
14.612,0.216,4.847876298,4.278921454,6.051,5.5965,2.052191057,1.306338492,low
14.66,0.216,4.925363046,4.434525495,5.898,5.036,2.192045007,1.358094348,low
14.667,0.216,4.988726539,4.385560929,5.5065,5.0745,2.162647563,1.241664665,low
14.711,0.216,4.905348935,4.65724652,5.891,5.0945,2.212326165,1.289086442,low
14.716,0.216,4.768708632,4.46635543,5.2085,5.1015,2.297668177,1.487005462,low
14.838,0.216,4.82210828,4.196591651,5.6235,5.157,2.042227873,1.317059438,med
14.847,0.216,4.851672569,4.453659129,6.0905,5.222,2.176851797,1.322629901,med
14.966,0.216,4.954143303,4.554612605,5.6965,5.1125,2.214340193,1.418027616,med
14.975,0.216,4.931123296,4.795012155,6.3815,5.625,2.135666292,1.207518475,med
14.975,0.216,4.911513908,4.502966959,5.417,5.3385,2.326699374,1.208187364,med
15.033,0.216,4.830186541,4.337220168,5.6715,5.2535,2.167007995,1.367717919,med
15.044,0.216,4.864583726,4.375209245,6.0645,5.6405,2.037111328,1.293016932,med
15.153,0.216,4.97211556,4.650730468,5.5265,4.942,2.326406188,1.356772244,med
15.175,0.216,4.958509037,4.544500313,5.713,5.5155,2.227916836,1.226238408,med
15.429,0.216,5.010131933,4.669552697,6.1155,5.497,2.242753612,1.329752529,high
14.431,0.217,5.129712251,4.52308329,5.9175,5.56,2.036363065,1.279353677,low
14.575,0.217,4.715983599,4.383121474,5.807,5.434,2.264642041,1.238250655,low
14.876,0.217,4.79430699,4.53941982,5.7545,5.226,2.284655778,1.242535664,med
14.937,0.217,4.73147526,4.242848553,5.985,5.2535,2.193347248,1.286201432,med
14.987,0.217,4.600908258,4.373194809,5.8035,5.1895,2.232441663,1.39398202,med
15.082,0.217,4.907024681,4.67625573,5.8005,5.0935,2.096140262,1.192827185,med
15.341,0.217,4.793891091,4.566166328,5.946,5.637,2.152913551,1.326671376,high
15.574,0.217,5.022964314,4.846482201,5.633,5.2315,2.218004943,1.302377317,high
14.282,0.218,4.717910192,4.402563667,5.755,5.578,2.114156036,1.189291549,low
14.343,0.218,4.833430567,4.380679683,6.3565,5.223,2.022596892,1.341051059,low
14.374,0.218,5.126956882,4.056631612,5.422,4.9915,2.284203942,1.343159424,low
14.411,0.218,4.891035998,4.368326029,5.471,5.045,2.302470366,1.274490707,low
14.601,0.218,4.73938596,4.242200307,5.8805,5.648,2.177161981,1.366819581,low
14.718,0.218,4.948479212,4.60655082,6.4145,5.4675,2.214899297,1.280184105,low
14.822,0.218,4.665927378,4.029767473,5.868,4.9485,2.216739161,1.5145607,med
14.843,0.218,4.662239835,4.61746812,5.9355,5.2295,2.230471466,1.363187106,med
15.178,0.218,4.99245908,4.571536777,6.2065,5.591,2.174647237,1.415794196,med
15.821,0.218,5.171987386,4.318594706,6.292,5.7555,2.088694133,1.411765745,high
14.213,0.219,4.694876579,4.32311234,6.3125,5.72,2.093285196,1.301862108,low
14.263,0.219,4.861766452,4.480838165,5.983,5.155,2.237034086,1.389304123,low
14.324,0.219,4.496798499,4.463562806,6.018,5.2215,2.166664068,1.344602189,low
14.382,0.219,4.909675135,4.829188907,5.9045,5.092,2.082266874,1.466901013,low
14.624,0.219,4.806176343,4.518166289,6.357,5.535,2.155303903,1.19814095,low
14.967,0.219,5.129233926,4.593660603,6.1085,5.3045,2.030649479,1.40914404,med
15.998,0.219,5.094258289,4.241235509,5.724,5.6445,2.182395831,1.137954533,high
14.709,0.22,4.896050677,4.557003765,6.065,5.212,2.178627736,1.38899228,low
14.87,0.22,4.980261434,4.50644623,5.833,5.581,2.164493168,1.312562687,med
14.939,0.22,4.748646611,4.423420119,5.9235,4.939,2.045876912,1.38414602,med
15.06,0.22,4.925025458,4.569129582,5.803,5.437,2.175557279,1.458655409,med
15.09,0.22,4.813727226,4.807370997,6.5145,5.754,2.09256934,1.190293283,med
15.321,0.22,5.031976735,4.434814743,5.998,5.755,2.118247839,1.286673139,high
15.333,0.22,4.918051726,4.139225106,5.783,5.3205,2.266061011,1.274799147,high
14.346,0.221,4.67734597,4.175117436,6.127,5.188,2.211902249,1.270719829,low
14.538,0.221,4.811786788,4.320886381,5.8485,5.3845,2.092155984,1.417011736,low
14.653,0.221,4.943703609,4.605034159,5.65,5.4335,2.376316434,1.195458765,low
14.723,0.221,4.970742468,4.386036503,5.8255,5.273,2.230704463,1.135896675,low
14.756,0.221,4.925908594,4.245579844,5.8915,5.3615,2.334149318,1.330660319,med
14.95,0.221,5.050973214,3.873590504,6.5725,5.4305,1.963570804,1.222938442,med
15.072,0.221,4.761460375,4.618552694,5.9625,5.702,2.273728916,1.220807882,med
15.083,0.221,4.957091395,4.619969717,6.29,5.6225,2.037561152,1.140924053,med
15.187,0.221,5.142263097,4.589390422,5.886,5.6155,2.271079696,1.180981502,med
14.386,0.222,4.768778268,4.018798965,6.051,5.332,2.132466206,1.135696225,low
14.646,0.222,4.999584121,4.372091702,5.967,5.3705,2.151608838,1.204901835,low
14.74,0.222,4.954370013,4.260010004,6.2075,5.8675,2.040447904,1.321877835,low
14.752,0.222,4.751153652,4.162209239,5.959,5.3975,2.109621694,1.502483109,med
14.958,0.222,5.068376182,4.061768706,5.9435,5.733,2.246168629,1.299980631,med
15.042,0.222,4.841290467,4.800360189,6.002,5.4015,2.226592021,1.227152348,med
15.876,0.222,4.901527523,4.249252838,6.781,5.673,2.020055657,1.377931045,high
14.467,0.223,4.80745108,4.358492693,5.1205,4.798,2.331867637,1.396089623,low
14.599,0.223,5.015166017,4.468555112,5.622,5.5105,2.152116363,1.26026413,low
14.641,0.223,5.070900541,4.044856675,5.7605,5.066,2.253106135,1.197545073,low
14.663,0.223,4.81902978,4.083725364,6.079,5.673,2.193525119,1.233763122,low
14.72,0.223,4.578248942,4.007551466,5.817,5.321,2.325286232,1.453346022,low
14.753,0.223,4.771452304,4.267910282,5.4715,5.493,2.139346228,1.330381053,med
14.787,0.223,5.067005402,4.307638878,6.08,5.699,2.138110047,1.314870714,med
15.563,0.223,4.994953089,4.264917596,6.3385,5.8705,2.043845335,1.204581308,high
14.224,0.224,4.944488312,4.166755229,5.918,5.2825,2.211384873,1.337106832,low
14.651,0.224,4.834930649,4.238167809,6.136,5.5015,2.120699419,1.383781439,low
14.996,0.224,4.824367934,4.17224389,5.8765,5.4585,2.298653539,1.339216763,med
15.159,0.224,4.933119567,4.081356778,6.0165,5.248,2.277075592,1.397656589,med
15.363,0.224,4.895687376,4.42432012,5.5145,5.2675,2.031770442,1.138962267,high
15.673,0.224,4.857778793,4.818544392,6.709,6.149,2.26754472,1.186176109,high
15.755,0.224,5.013877448,4.687015179,5.401,5.266,1.959482811,1.233621492,high
15.789,0.224,4.721897015,4.467532449,6.1245,5.7315,2.048084162,1.450564789,high
13.864,0.225,4.939321133,4.026758443,5.33,5.076,2.19533893,1.491414909,null
14.007,0.225,4.616981947,4.718851325,5.928,5.33,1.963109598,1.372258463,null
14.245,0.225,5.050368196,4.118217076,5.992,4.736,2.321088895,1.599730767,low
14.272,0.225,4.863019933,4.41467041,5.436,4.995,2.199225147,1.339687878,low
14.58,0.225,4.836789138,4.59671003,6.0435,5.399,2.243139935,1.128864174,low
14.601,0.225,4.881552802,4.332943337,5.765,5.3865,2.262769208,1.10190087,low
14.62,0.225,4.936075072,4.252799081,6.0205,5.011,2.072507003,1.416293301,low
14.786,0.225,4.930315504,3.954584177,5.9795,5.3385,2.024831154,1.214548595,med
15.003,0.225,4.936214612,4.544509652,5.7925,5.53,2.158176921,1.405394238,med
15.051,0.225,5.023793492,4.235396613,6.2785,5.877,2.083601637,1.250827484,med
15.156,0.225,4.943242459,4.18302078,6.483,5.9595,2.113484223,1.238766306,med
15.177,0.225,4.976514821,4.465046282,6.253,5.835,2.262249191,1.057483892,med
15.177,0.225,4.924404579,4.268529922,6.317,6.065,2.232667233,1.088136467,med
15.238,0.225,4.679190009,4.441043717,6.346,5.5435,2.171403099,1.328066489,med
15.254,0.225,4.778688585,4.415286627,6.309,5.7545,2.082716537,1.369539482,med
15.357,0.225,5.03117446,5.106686455,6.4855,5.7845,2.118226706,1.352486135,high
14.642,0.226,5.08614433,4.068459471,5.3585,5.2275,2.230521189,1.187849202,low
14.642,0.226,4.800938183,4.527916849,5.636,5.4935,2.189083653,1.332748112,low
14.72,0.226,4.935320413,4.383107619,5.2545,5.0835,2.271711939,1.247171845,low
14.893,0.226,5.075202336,4.39918997,5.6755,5.563,2.174523974,1.12488278,med
15.055,0.226,4.818260345,4.451995469,5.8695,5.483,1.995134819,1.148409248,med
15.126,0.226,5.10973857,4.206720753,6.2415,5.5,2.145716135,1.3329391,med
15.3,0.226,4.977333923,4.545545553,6.1065,5.4625,2.217477428,1.208533996,high
15.335,0.226,4.945776799,4.60879362,5.631,5.118,2.244800245,1.425150236,high
14.387,0.227,4.919468077,4.561376338,5.4775,4.935,2.181065678,1.403874423,low
14.491,0.227,5.06465277,3.697561215,6.088,5.1665,2.226000089,1.230847223,low
14.781,0.227,4.904819744,4.497799425,5.027,5.227,2.243494379,1.37020108,med
14.892,0.227,4.923746757,4.00537481,5.6205,5.1225,2.307727005,1.383831898,med
14.988,0.227,5.182665028,4.339610916,5.9455,5.3645,2.189992776,1.422962516,med
15.189,0.227,4.866756526,4.309738957,6.4,5.8555,2.240139092,1.251127138,med
15.68,0.227,5.06452399,4.355276261,5.805,5.844,2.143921413,1.16108543,high
14.583,0.228,4.913794828,3.983876882,5.1665,5.392,2.396154592,1.360299188,low
14.659,0.228,4.928567888,4.359352366,5.9675,5.4425,2.313534554,1.318603895,low
15.024,0.228,4.757031183,4.32700161,5.886,5.6905,2.182675325,1.157506172,med
15.22,0.228,5.050345827,4.409179912,6.162,5.43,2.063040784,1.167218118,med
15.269,0.228,4.7813733,4.347451538,6.367,5.736,2.134911443,1.11637932,med
15.285,0.228,4.896166853,4.797264753,6.5555,5.796,2.091616944,0.996646454,med
14.257,0.229,4.729388738,4.64680024,6.019,5.1635,2.025523668,1.376361887,low
14.629,0.229,5.135208153,3.979767399,5.4285,5.2085,2.228989638,1.170052508,low
14.746,0.229,5.058386138,3.867329719,6.263,5.6145,2.062224818,1.12759419,med
14.759,0.229,4.62722458,4.506642682,5.5815,5.4405,2.269891469,1.271555558,med
14.812,0.229,4.8375173,4.470477322,5.9445,5.438,2.037639697,1.189669159,med
15.096,0.229,5.009041475,4.812813459,6.4745,5.8225,2.077518871,1.223712828,med
15.133,0.229,4.964443555,4.736115207,5.991,5.3605,2.181898713,1.399355112,med
15.223,0.229,4.974762321,4.244602302,6.1545,5.78,2.189781558,1.123420771,med
15.45,0.229,5.00957795,4.376902687,5.822,5.1875,2.327954557,1.42094973,high
15.514,0.229,4.907369114,4.672343326,6.2565,5.5465,1.967542353,1.275753165,high
15.559,0.229,4.898931421,4.463860255,6.207,5.284,2.317955647,1.384491816,high
14.543,0.23,4.877482248,4.518845749,6.0275,5.252,2.147118767,1.349782052,low
14.561,0.23,4.928785382,4.405895968,6.106,5.885,2.105620547,1.083910342,low
14.807,0.23,4.761152123,4.51673597,6.438,6.083,2.132080852,1.036664699,med
14.919,0.23,4.951206049,4.339455329,6.8005,5.688,1.992619974,1.261759314,med
14.953,0.23,4.753207743,4.4529113,6.178,5.5435,2.071402854,1.079039469,med
14.965,0.23,4.65215826,4.186700654,6.119,5.4825,2.062083619,1.206816052,med
15.092,0.23,4.826201599,4.883403599,6.194,6.013,1.974400323,1.050316646,med
15.106,0.23,4.901365585,4.434307572,5.747,5.307,2.09664566,1.228609413,med
15.133,0.23,4.913672937,4.301451953,6.2685,5.6725,2.163022997,1.348257979,med
15.133,0.23,4.901014366,4.446360247,5.8795,5.7625,2.249758955,1.103526871,med
15.18,0.23,4.857798074,4.431225681,5.8885,5.2975,2.270703463,1.18438713,med
15.507,0.23,5.021814897,4.286312653,5.968,5.598,2.032903263,1.254215782,high
14.587,0.231,4.893403948,4.587167834,5.3325,5.0265,2.265199054,1.409885903,low
14.979,0.231,4.979121433,4.138728086,5.797,5.7505,2.169774787,1.381326613,med
15.049,0.231,5.104658057,4.689907561,5.6285,5.391,2.258536078,1.333799421,med
15.106,0.231,4.931554461,4.324456663,6.338,5.3275,2.101096342,1.434222859,med
15.106,0.231,4.77366056,4.100307689,6.1835,5.992,1.897409452,1.219872084,med
15.181,0.231,4.980170958,4.55759984,5.873,5.5085,2.134667433,1.194190694,med
15.478,0.231,5.21100237,4.756804106,5.802,5.2715,2.050919165,1.296086339,high
15.499,0.231,4.955725133,4.332346368,6.197,5.808,2.016028342,1.162142715,high
15.644,0.231,4.817791545,4.700773919,5.9395,5.9075,2.155262667,1.093375645,high
15.799,0.231,5.085289423,4.620803663,6.3,6.0325,2.085857178,1.363033465,high
14.327,0.232,4.751088383,4.529096969,6.305,5.302,2.155529845,1.412946169,low
14.479,0.232,4.717773527,4.539710662,6.0505,5.0725,2.240330198,1.565428223,low
14.484,0.232,4.676712974,4.343532652,6.0345,5.5365,1.974064309,1.402765203,low
14.643,0.232,4.777129284,4.137866761,5.8285,5.49,2.16663503,1.189691462,low
14.791,0.232,5.103143946,4.263488591,6.414,5.854,2.027712798,1.250142724,med
14.904,0.232,4.800461152,4.460874732,6.099,5.7075,2.169586771,1.372074794,med
14.906,0.232,4.649619207,3.999366862,6.0585,5.889,2.223253587,1.200741955,med
14.917,0.232,4.907074383,4.441449575,5.3535,5.0415,2.203451747,1.318105801,med
15.081,0.232,4.839325497,4.70391063,6.2995,5.7485,2.056513469,1.410683585,med
15.343,0.232,4.884046817,4.922937968,5.8275,5.7055,2.007904937,1.300641017,high
15.959,0.232,4.755377129,4.375936099,6.7275,5.819,1.924938286,1.198019821,high
14.749,0.233,4.934671728,4.329355348,6.221,5.998,2.14615696,1.14710611,med
14.768,0.233,4.657734327,3.988170347,6.3425,6.1425,2.05018414,1.281346248,med
14.84,0.233,4.887339296,4.481333846,5.0495,4.628,2.093479365,1.246501702,med
