SVL,Weight,HeadW,ShW,ThL,LoLegL,ThW,LLegW,Risk
14.86,0.233,4.947139517,4.379270026,6.001,5.605,2.319118378,1.218586371,med
14.96,0.233,4.758272989,4.266340266,6.103,5.6925,2.015991868,1.236794199,med
15.049,0.233,4.809975682,4.767668115,6.5,5.9565,1.944550329,1.155599102,med
15.076,0.233,4.813165928,4.450217755,5.9825,5.606,2.334356512,1.13962882,med
15.484,0.233,5.012361352,4.742653649,5.737,5.571,2.195141767,1.300061194,high
15.812,0.233,5.223605674,4.580498758,6.4105,5.5565,2.191941663,1.118099427,high
15.854,0.233,4.960392454,4.519207664,6.004,5.4595,2.005888408,1.317781981,high
15.946,0.233,4.758759672,4.338157306,6.423,6.063,1.956198665,1.13445725,high
14.27,0.234,4.703567514,4.716113674,5.8965,5.3025,2.244149089,1.369537061,low
14.768,0.234,4.918210224,4.843871784,5.803,5.276,2.199233344,1.251352637,med
15.031,0.234,4.688507341,4.144565742,6.1295,5.3005,2.128523264,1.458466788,med
15.045,0.234,4.851366999,4.261831666,6.525,5.6065,2.129736439,1.260623841,med
15.404,0.234,4.825779621,4.819960623,6.0165,5.586,2.149812324,1.341440906,high
15.923,0.234,5.019831928,4.607446692,5.9595,5.4555,2.128568751,1.417614328,high
16.305,0.234,5.085888347,4.654720171,6.1635,5.654,2.21360682,1.161096524,high
13.744,0.235,4.718974866,4.329891667,5.8335,5.6495,2.277512537,1.234331935,null
14.387,0.235,4.901764016,4.346180359,6.474,5.563,2.0970663,1.295726527,low
14.51,0.235,4.896199392,4.314567236,5.9335,5.4415,2.126481843,1.374889952,low
14.828,0.235,4.736684054,4.1939331,5.583,4.946,2.150203073,1.398953655,med
14.908,0.235,4.887166101,4.493638157,5.858,5.3095,2.293975031,1.41218317,med
14.973,0.235,4.988592273,4.360524033,5.6505,5.0745,2.126381173,1.427057513,med
15.108,0.235,4.837180397,4.408695647,6.1405,5.6935,2.244413819,1.284232711,med
15.5,0.235,5.097745505,3.892423522,6.0125,5.872,2.036863628,1.016165316,high
15.784,0.235,5.006281342,4.48737961,6.371,5.694,2.082406166,1.276317849,high
14.499,0.236,4.726932063,4.365652605,5.9725,6.0635,2.201047553,1.119818593,low
14.671,0.236,4.805285805,4.820120844,6.2275,5.282,2.190962242,1.206442028,low
14.698,0.236,5.017169831,4.659468095,6.0925,5.192,2.314736302,1.297659404,low
14.853,0.236,5.268534588,4.534032334,5.3415,5.286,2.081304592,1.32064005,med
14.874,0.236,4.947628304,4.66955953,5.963,5.3345,2.22692297,1.176602937,med
15.09,0.236,4.84436364,4.614945854,6.322,5.545,2.062819138,1.396645949,med
15.193,0.236,4.671438343,4.617850332,6.525,5.5675,2.08539982,1.313179507,med
15.204,0.236,4.818590911,4.401984401,6.2395,5.7255,2.377518289,1.333198821,med
15.344,0.236,4.845311762,4.34760893,6.133,5.549,2.061512921,1.2417325,high
14.959,0.237,4.980617872,4.340918351,6.5695,5.4405,2.019674657,1.267594761,med
14.996,0.237,4.814489413,4.162635912,5.601,4.768,2.167377837,1.579737904,med
15.132,0.237,4.952315599,4.077417676,6.0705,5.503,2.084043984,1.183798154,med
15.153,0.237,4.836419365,4.4866027,5.6965,5.497,2.201796526,1.255963721,med
15.436,0.237,4.627889779,4.658274161,6.267,5.5205,1.904323104,1.283671031,high
16.069,0.237,5.018430953,4.449951074,5.3735,5.2925,2.281978509,1.371591932,high
14.409,0.238,4.558626114,4.227283652,6.5075,5.364,2.142826963,1.363549898,low
14.67,0.238,4.782415289,4.545261752,6.062,5.5995,2.18219317,1.375096468,low
14.831,0.238,4.877176264,4.618039054,5.957,5.249,2.094393553,1.297378683,med
15.111,0.238,4.970629799,4.654266325,5.9245,5.7155,2.138989585,1.194825134,med
15.573,0.238,4.991401309,4.187555364,5.3585,5.1845,2.190601059,1.333102355,high
15.77,0.238,5.119123674,4.315836494,5.6875,5.8285,2.319827221,1.105664362,high
15.801,0.238,5.048934684,4.525521258,6.518,5.819,2.164107488,1.289413192,high
14.319,0.239,4.969371191,4.736351557,5.5935,5.2955,2.299266699,1.223060921,low
14.364,0.239,4.823392025,4.12563882,6.094,5.021,2.059315756,1.424332057,low
14.997,0.239,4.962670216,4.334805492,5.582,5.306,2.133825801,1.419164918,med
15.042,0.239,4.921369775,4.344822554,5.7495,5.534,2.149171744,1.23270012,med
15.076,0.239,4.656191873,4.628310486,6.3525,5.685,2.115579896,1.290082511,med
15.15,0.239,4.887152812,4.577562759,5.8885,5.6245,2.152523721,1.469554106,med
15.161,0.239,5.112743964,4.726930157,6.3985,5.5085,2.030456766,1.381507148,med
15.463,0.239,4.883614654,4.576041454,6.2335,5.7365,2.175377738,1.349948141,high
15.54,0.239,4.933121613,4.400188163,5.5735,5.252,2.022018002,1.276410191,high
14.208,0.24,4.87644981,3.983993943,5.983,5.504,2.144093434,1.425303355,null
14.672,0.24,4.981854361,4.346707976,6.3185,5.7855,2.121996828,1.397653338,low
14.705,0.24,4.939348467,4.643028421,6.3365,5.6335,2.193586676,1.171833877,low
14.977,0.24,4.688261974,4.401636019,6.4345,5.5995,2.024649141,1.087763867,med
15.023,0.24,4.864200655,4.575800429,6.0885,5.584,2.122189699,1.289080773,med
15.028,0.24,4.860259826,4.470966068,5.9625,5.231,2.147076285,1.340823515,med
15.144,0.24,5.090603938,4.218722715,5.0305,5.3395,2.335881476,1.395784705,med
15.154,0.24,4.971051596,4.662690808,6.4845,5.8385,2.202886107,1.209559481,med
15.315,0.24,4.92121875,4.623166161,5.713,5.4575,2.123290034,1.183620321,high
14.673,0.241,4.817354665,4.49330002,6.1565,5.658,2.052736487,1.225878679,low
14.675,0.241,5.083126346,4.515819947,5.808,5.521,2.148887226,1.312947365,low
15.409,0.241,4.999355054,4.883189691,6.522,5.4875,2.09614296,1.400786763,high
15.57,0.241,5.167839802,4.738277529,5.8665,5.526,2.243936889,1.385971991,high
15.666,0.241,5.052396068,4.911058433,5.774,5.324,2.075976299,1.440626942,high
15.933,0.241,4.984592398,4.471798601,6.4385,5.722,2.079994103,1.240370844,high
14.732,0.242,4.937360623,4.412772195,5.932,5.4435,2.178780409,1.244093666,low
14.947,0.242,4.970071613,4.575686133,5.7805,5.5185,2.1218596,1.279873385,med
14.985,0.242,4.93058491,4.218489284,6.4145,5.7885,2.152020746,1.106946141,med
15.023,0.242,4.892882335,4.777552476,5.792,5.187,2.171041436,1.304191132,med
15.315,0.242,4.950830019,4.535232262,6.1755,6.0415,2.258113679,1.24162614,high
15.383,0.242,5.099617426,4.584613767,6.2575,5.7145,2.203444761,1.15934595,high
15.458,0.242,5.272687502,4.530760705,5.7535,5.202,2.300657152,1.462500659,high
15.5,0.242,4.855110971,4.100006499,6.1045,5.4275,2.398122094,1.297873882,high
16.116,0.242,4.885129208,5.001995891,6.721,5.9455,2.082149402,1.340985025,high
14.219,0.243,4.722938315,4.263078996,6.3925,5.4635,2.143790377,1.277382432,low
14.662,0.243,4.564215004,4.053492978,5.9115,5.714,2.008192001,1.363920386,low
14.688,0.243,4.874930196,3.997329312,5.928,5.2865,2.20655028,1.381571147,low
14.811,0.243,5.11514955,4.449371749,6.09,5.3435,2.223942375,1.394635088,med
15.061,0.243,5.091944388,4.576858016,6.4725,5.7195,2.191199606,1.190024589,med
15.693,0.243,4.845298953,4.411599761,6.052,5.9675,1.975242004,1.120479846,high
16.335,0.243,4.823899803,4.831011092,7.166,6.102,1.997985837,1.140941801,high
14.446,0.244,4.694761021,4.766771043,5.79,5.115,2.097685506,1.387650318,low
15.096,0.244,4.801694132,4.623427442,5.811,5.4045,2.347056838,1.357564569,med
15.154,0.244,5.027616723,4.443379537,6.414,5.6935,2.164363079,1.130145281,med
15.255,0.244,4.906556434,4.516856189,5.888,5.5325,2.170395707,1.126784723,med
15.567,0.244,4.959661964,4.840673642,6.1895,5.47,2.03440545,1.3287254,high
14.214,0.245,4.725370552,4.582012171,5.9235,5.6125,2.08772093,1.236214732,low
15.111,0.245,4.871312674,4.37587236,6.0795,5.1275,2.095764398,1.347962605,med
15.277,0.245,5.082206346,4.302160043,5.507,5.267,2.190618644,1.336591838,med
15.337,0.245,4.978169755,4.44120453,6.388,5.427,2.11174291,1.339098758,high
14.683,0.246,4.794737763,4.71826336,5.9225,5.315,2.110309779,1.366738439,low
14.823,0.246,4.667405613,4.419188627,5.7845,5.548,2.189929749,1.245470107,med
15.128,0.246,4.917146105,4.126292015,6.4845,5.608,1.951034265,1.361852562,med
15.139,0.246,4.723543897,4.707096995,5.707,5.536,2.329303814,1.389298175,med
15.21,0.246,4.811310548,4.436853026,6.287,5.635,2.107118624,1.253239711,med
15.466,0.246,4.886387269,4.726481089,5.883,5.129,2.245523962,1.344814655,high
15.583,0.246,4.940942199,4.700391463,6.21,5.5995,1.924168769,1.221356021,high
15.593,0.246,4.80774411,4.595056062,6.134,5.591,2.288459063,1.350497235,high
14.95,0.247,4.708318367,4.627434985,5.9455,5.489,2.219682441,1.281388113,med
15.059,0.247,4.939060188,4.178748886,5.9435,5.4325,2.148425208,1.305223342,med
15.23,0.247,4.991130203,4.519035542,6.273,5.7055,2.147425553,1.083800958,med
15.449,0.247,4.819813245,4.283220014,5.7915,5.4965,2.3214788,1.342647887,high
15.613,0.247,5.015326149,4.453366332,5.6795,5.3165,2.148066153,1.177729596,high
15.846,0.247,5.196838429,4.511106696,5.4905,5.0395,2.145998628,1.596518,high
15.864,0.247,4.764833358,4.445992805,5.829,5.158,1.946345827,1.276788861,high
15.392,0.248,4.971479063,4.718116107,6.402,5.596,1.979436895,1.344525121,high
15.487,0.248,4.803270468,4.42540173,6.207,5.381,2.066872028,1.525931432,high
15.741,0.248,5.032030048,4.608215237,6.2985,5.6075,1.982590304,1.284466694,high
14.796,0.249,4.76666358,4.556812185,5.8325,5.248,2.363618301,1.378485318,med
15.178,0.249,5.079981314,4.751443136,6.072,5.655,2.102124948,1.098706265,med
15.198,0.249,5.043540253,4.224417955,6.0415,5.55,2.046846093,1.294776848,med
15.255,0.249,5.027025419,4.045485634,6.005,5.624,2.179085948,1.229767987,med
15.341,0.249,4.698856339,4.44064646,6.051,5.282,2.206644084,1.425126453,high
15.415,0.249,4.981643295,4.590746713,6.285,6.014,2.146682265,1.27367653,high
15.443,0.249,4.672356218,4.206118934,6.294,5.0085,2.086152839,1.424507267,high
15.696,0.249,5.186080324,4.541958876,6.4585,5.623,2.008233715,1.176204475,high
15.145,0.25,4.956122055,4.437255054,6.5255,5.603,2.135305965,1.126764457,med
15.647,0.25,5.090217265,4.262141196,6.479,5.586,2.125910502,1.268708966,high
15.768,0.25,4.75971174,4.710110486,5.8285,5.636,2.113520787,1.160320096,high
15.948,0.25,4.858301866,4.501689814,6.121,6.0155,2.266094266,1.148649978,high
15.414,0.251,5.192231357,4.348144563,6.2705,5.989,2.326272965,1.300257531,high
15.44,0.251,5.007003797,4.103220079,6.479,5.98,2.153334272,1.324650756,high
15.534,0.251,4.839608799,4.500502926,6.444,5.8005,2.0279003,1.207490166,high
15.669,0.251,4.701017883,4.937469029,6.3495,5.8255,2.252278749,1.334357021,high
15.835,0.251,4.706004166,4.450515121,6.4695,6.1345,2.176559381,1.09083089,high
15.864,0.251,4.864824631,4.458191251,5.2205,5.2785,2.173348075,1.277771465,high
15.869,0.251,4.980837751,4.733478036,6.223,5.8975,2.095259272,1.210040384,high
15.909,0.251,4.793868255,4.298304224,6.512,5.6025,2.109317095,1.41524722,high
16.121,0.251,5.013888722,4.472471832,6.3,5.2725,2.116660795,1.31209278,high
14.615,0.252,4.905087438,4.436197159,6.2655,5.5895,2.124136084,1.146797361,low
15.135,0.252,4.733780278,4.785273415,6.5,5.8595,2.108402039,1.170448349,med
15.607,0.252,4.765030057,4.379076951,6.6005,6.016,2.088254546,1.138997754,high
16.251,0.252,5.048228725,4.152889329,5.867,5.726,2.194060239,1.163914023,high
14.625,0.253,5.055871914,4.532312256,5.977,5.419,2.158389771,1.403810312,low
14.688,0.253,4.745369211,4.60603443,5.629,5.5755,2.275629513,1.174143395,low
15.037,0.253,4.838366624,4.304492207,6.256,5.657,2.095688706,1.313788411,med
15.112,0.253,4.966391057,4.667298676,5.985,5.676,2.161473835,1.299236297,med
15.147,0.253,4.546899227,4.194731708,6.54,5.866,2.092056135,1.064937509,med
15.163,0.253,4.929087189,4.395186473,6.2645,5.8605,2.025764606,1.279159384,med
15.267,0.253,5.065251151,4.699808779,5.7065,5.38,2.223517079,1.366546966,med
15.521,0.253,4.90536174,4.601870183,5.963,5.865,2.203920914,1.134328753,high
16.152,0.253,5.403574796,4.579940101,7.0615,6.2625,1.994965559,0.993650692,high
14.838,0.254,4.789149202,4.277811632,6.066,5.569,2.221969856,1.234012801,med
14.942,0.254,4.781763567,4.672804427,5.927,5.4915,2.056063099,1.401224962,med
15.113,0.254,4.990845842,4.308632793,5.2925,4.954,2.271344062,1.432160691,med
15.138,0.254,4.788125281,4.486908845,5.636,5.3815,2.323578079,1.366298104,med
15.182,0.254,4.601861885,4.028658481,6.2365,5.4815,1.947874522,1.226869355,med
15.298,0.254,4.832891529,4.583181035,6.116,6.223,2.165549358,1.131320441,high
15.566,0.254,4.932439623,4.711189919,6.113,5.6875,2.154027124,1.245227665,high
15.589,0.254,4.926985745,4.637656234,6.1905,5.6875,2.153896397,1.202966495,high
15.725,0.254,4.868925679,4.343278562,6.2215,5.8865,2.280548048,1.111134509,high
15.982,0.254,5.16472635,4.492883661,6.344,6.1245,2.15362804,1.142693507,high
15.4,0.255,4.924730141,4.742704523,6.685,5.4675,2.031489093,1.277239098,high
15.931,0.255,5.16828866,4.733311864,6.82,5.821,1.986601793,1.364477795,high
14.245,0.256,4.947468397,4.466887314,6.3405,5.7955,2.15318895,1.108683412,low
14.798,0.256,5.068070649,4.420509843,6.4255,5.299,2.028210311,1.218006288,med
15.011,0.256,4.75131626,4.520560329,5.884,5.499,2.054158199,1.223057791,med
15.42,0.256,4.950283505,4.763042891,6.423,5.842,2.174235506,1.198314523,high
15.527,0.256,4.983464683,4.493248005,6.314,5.5705,2.22359096,1.23605482,high
16.685,0.256,4.935696208,4.883440085,6.9765,6.326,2.047914136,1.101120617,high
14.972,0.257,4.674272424,4.374952452,6.1805,5.9285,2.22341917,1.157054311,med
15.11,0.257,5.027703233,4.82345279,5.834,5.4745,2.291247825,1.196271957,med
15.156,0.257,4.881663174,4.344342748,5.943,5.8295,2.092513432,1.162030812,med
15.838,0.257,5.074263779,4.330923921,6.5045,6.0025,2.236274913,1.111547447,high
15.861,0.258,4.844899093,4.520817512,6.4205,5.6645,2.048597279,1.144603479,high
14.376,0.259,5.139599363,4.288757783,5.917,5.477,2.194246919,1.432578386,low
15.482,0.259,4.880937771,4.648927783,6.733,5.744,2.043039857,1.050702207,high
15.588,0.259,4.654980163,4.843527965,6.2455,5.8815,2.220522255,1.19665172,high
15.739,0.259,5.138383051,4.534034207,6.4605,5.888,1.921046198,0.987427347,high
16.111,0.259,4.93777211,4.211750553,6.267,6.4535,2.222115579,1.173026961,high
15.652,0.26,5.218484704,4.19817303,5.87,5.202,2.24248784,1.376232744,high
16.17,0.26,4.94850935,4.771055309,6.472,6.323,1.98922637,1.084584853,high
16.196,0.26,5.160446869,4.587457455,6.517,5.786,2.033430402,1.049920402,high
15.64,0.261,5.253118863,4.605761282,6.7935,6.207,2.026113984,1.037165483,high
16.095,0.261,4.853612976,4.628836359,6.233,5.813,2.162909317,1.290921024,high
15.051,0.262,4.828718499,4.472300555,6.6775,5.7845,2.082148937,1.18739689,med
15.227,0.262,4.89644832,4.406365291,6.293,5.1065,2.035387384,1.407665439,med
15.363,0.262,5.266319494,4.332986256,6.4115,5.747,2.02848042,1.275129894,high
15.426,0.262,5.254310671,4.095030751,6.029,5.785,2.042520229,1.117479418,high
15.496,0.262,5.163709982,4.597930639,6.38,5.853,2.076192471,1.29432096,high
15.526,0.262,4.816303367,4.910147821,6.588,6.759,2.047009167,1.039664608,high
15.544,0.262,4.881737944,4.836479843,6.724,5.603,1.925035272,1.20720328,high
15.905,0.262,4.833771443,4.862238861,5.8355,5.5405,2.180425934,1.509290214,high
16.444,0.262,4.690031279,4.283472462,6.281,6.0515,2.217729233,1.0795547,high
15.104,0.263,4.758888948,4.134645366,6.388,5.773,2.004755447,1.163896387,med
15.136,0.263,4.796627197,4.771824715,6.17,5.8165,2.038802969,1.241843076,med
15.215,0.263,4.962269059,4.253425114,6.2195,5.6685,2.046556526,1.336973107,med
15.516,0.263,4.976168736,4.434371006,5.861,5.48,2.252453007,1.195496864,high
15.917,0.263,4.922543625,4.499053854,6.059,5.744,2.136973219,1.195928648,high
16.023,0.263,4.998232782,4.494002542,5.3165,5.489,2.194755735,1.316604844,high
15.346,0.264,4.869713962,4.494021292,6.3325,5.7835,2.150200532,1.173985264,high
15.494,0.264,4.935926737,4.473176246,6.856,5.986,2.025726221,1.249074813,high
15.538,0.264,4.943843022,4.619609507,6.3305,5.7885,2.180522264,1.170005824,high
15.609,0.264,4.99413594,4.837443692,5.843,5.656,2.100297158,1.319181541,high
15.61,0.264,4.990396265,4.550871747,6.3265,6.262,2.271998468,1.228936094,high
15.035,0.265,4.765653722,4.694513409,5.812,5.1805,2.162261082,1.451909956,med
15.169,0.265,5.025481233,4.487893999,5.809,4.982,2.252074814,1.526437864,med
15.267,0.265,4.88600833,4.519894814,5.7025,5.662,2.257746573,1.255476489,med
15.604,0.265,4.988940703,4.633142032,6.522,5.933,2.14380864,1.199077621,high
16.143,0.265,5.414320541,4.797703048,6.4775,5.964,2.140604435,1.318450807,high
16.395,0.265,5.179349481,4.498629611,6.719,6.2345,2.103297208,1.078116251,high
14.984,0.266,4.827254815,4.48958122,6.478,5.7615,2.14952406,1.33295033,med
15.017,0.266,4.861781638,4.07463495,6.546,6.27,2.266880722,1.009796161,med
15.561,0.266,4.750273412,4.551054147,5.9955,5.646,2.130165706,1.171888885,high
15.842,0.266,4.952119373,4.344883434,6.5375,5.839,2.112287868,1.301005838,high
16.034,0.266,4.956889999,4.311412962,6.085,5.839,2.177949772,1.18313352,high
16.345,0.266,5.072676937,4.563359943,6.7705,6.3485,2.001205246,1.17609169,high
16.376,0.266,5.028858027,4.519541243,6.8935,6.002,2.112356175,1.241881655,high
15.571,0.267,4.946477427,4.378926428,6.24,5.6855,2.200697538,1.266935702,high
15.58,0.267,4.894757518,4.22622164,6.2835,4.9085,2.077512681,1.369380261,high
14.717,0.268,5.009190536,4.458392991,5.71,5.228,2.127135946,1.279477245,low
15.582,0.268,4.845987253,4.32942758,5.557,5.267,2.208451454,1.280643683,high
15.74,0.268,5.105034361,3.986707375,6.587,6.272,2.069243604,1.057799983,high
16.186,0.268,5.009984462,4.593354448,6.487,6.1495,1.960373202,1.148339509,high
16.859,0.268,5.091708647,4.731536903,6.9335,6.3945,1.933396766,1.165787166,high
15.147,0.269,5.113420729,4.656897374,6.097,5.2515,2.13134579,1.269226398,med
15.572,0.269,5.094499673,4.906796532,5.8605,6.0305,2.052165458,1.16986776,high
16,0.269,4.9306913,4.689687176,6.897,6.254,2.038045865,1.10463657,high
16.096,0.269,5.190946308,4.773159688,6.1095,5.899,2.12146464,1.205857008,high
16.359,0.269,4.884692041,4.749488923,6.146,6.09,2.215326542,1.105218745,high
14.952,0.27,4.783844015,4.266610277,6.173,5.5765,2.075383714,1.299331507,med
15.27,0.27,4.915055236,4.46130811,6.9355,6.464,2.032615836,1.172613314,med
15.283,0.27,5.038875094,4.686271102,6.3045,5.801,2.122581252,1.196978931,med
15.491,0.27,5.160181167,4.544388998,6.63,5.5405,2.098982285,1.387155283,high
15.532,0.27,4.714434053,4.597504134,6.5005,5.8,2.165296613,1.270562537,high
15.767,0.27,4.926333453,4.566260021,6.0295,5.4475,2.1318022,1.35293494,high
15.905,0.27,4.828959245,4.851404416,6.7555,6.0135,2.144326287,1.126643597,high
15.123,0.271,4.674838288,4.367219914,6.06,4.5885,2.041185521,1.561754965,med
15.613,0.271,4.992371886,4.817233552,5.7745,5.4005,2.189488993,1.294184301,high
15.62,0.271,4.910272697,4.875459583,6.282,5.4715,2.1592763,1.412443298,high
14.76,0.272,4.806965162,4.468945187,5.7955,5.086,2.393871871,1.361470676,med
15.188,0.272,4.946602674,4.351071638,6.0865,5.4105,2.381146755,1.300546593,med
15.537,0.272,5.088053968,4.41808169,6.093,5.6955,2.10494809,1.185737012,high
15.541,0.272,5.096806586,4.916081511,6.3635,5.669,2.065414179,1.160151616,high
15.993,0.272,4.918140469,4.821881359,6.4035,5.7975,2.231919637,1.339407184,high
16.71,0.272,4.864675021,4.772940216,6.4655,6.3515,2.051311593,0.980854932,high
15.313,0.273,4.822208458,4.650562758,6.4025,5.8495,2.197109369,1.163282968,high
16.027,0.273,5.20044941,4.351158254,6.517,6.1465,2.149123157,1.240259121,high
16.116,0.273,4.813485781,4.935302741,6.302,5.8285,2.107662601,1.180038572,high
16.186,0.273,5.062898797,4.564824449,6.598,5.9395,2.145624395,1.229002889,high
16.694,0.273,4.963272592,4.627089209,6.0835,6.5635,2.163791319,1.204394653,high
15.188,0.274,4.847496184,4.53688573,6.1695,5.6965,2.324403205,1.267827658,med
15.292,0.274,4.837754884,4.500858967,6.268,5.842,2.084012226,1.144923621,med
16.14,0.274,4.901012832,4.740541995,5.578,5.5985,2.232890654,1.374870181,high
15.365,0.275,5.014984312,4.201957105,6.028,5.187,2.11251228,1.377245532,high
15.468,0.275,4.822499661,4.431458116,6.5455,5.772,1.951492096,1.234401299,high
16.252,0.275,5.085359835,4.821147275,6.902,5.768,2.094351943,1.105639818,high
15.671,0.276,5.043801446,4.316336674,6.411,6.0185,2.02180642,1.274979705,high
15.858,0.276,5.326875957,4.367171455,6.2845,5.4645,2.141044584,1.382336365,high
16.5,0.276,5.255013061,4.798821953,6.031,5.649,2.324705394,1.392693353,high
16.611,0.276,5.309456206,4.976582911,6.7365,6.3665,2.088004219,1.024549105,high
14.985,0.277,4.871011924,4.071240048,5.3755,5.09,2.225281399,1.357342547,med
15.868,0.277,5.076587865,4.363436149,6.376,5.6755,2.218612113,1.38598301,high
15.956,0.277,5.025393972,4.545735302,6.151,5.6925,2.157389323,1.245625031,high
16.36,0.277,5.157809798,4.199946388,5.8665,5.578,2.00254547,1.244224948,high
16.837,0.277,5.141496204,4.874119152,6.374,5.793,2.091637957,1.285391057,high
15.113,0.278,5.197504262,4.454952914,6.001,5.6585,2.182120192,1.22765508,med
15.482,0.278,5.106622575,4.67506725,5.46,5.82,2.28582746,1.334133779,high
15.51,0.278,5.183894889,4.96792101,6.2845,5.5375,2.338405358,1.217859908,high
16.506,0.278,5.160020596,4.850898944,6.794,6.237,2.019724003,1.088481991,high
15.72,0.279,4.926377557,4.700176994,6.6325,6.114,2.069199731,1.145291827,high
15.847,0.28,5.047498046,4.340497358,5.858,5.2395,2.190040139,1.206479321,high
15.86,0.28,5.02400046,4.280571256,5.761,5.42,2.048979111,1.415875866,high
16.054,0.28,5.227180239,4.956243654,6.26,6.163,2.068324463,1.102735913,high
15.306,0.281,5.004394155,4.504619326,6.277,5.807,2.150423078,1.158010823,high
15.685,0.281,5.141378549,4.504885469,6.0825,5.436,2.19361332,1.334672204,high
16.403,0.281,5.072007767,4.549489835,5.894,5.449,2.22917922,1.362952412,high
15.148,0.282,4.765181693,4.26867339,6.074,5.406,2.119285146,1.292683386,med
15.656,0.282,5.19451332,4.54441874,6.8385,6.069,2.004332936,1.236348254,high
15.687,0.282,4.959023115,4.57124218,6.531,6.1895,2.0689422,1.295877375,high
16.335,0.282,5.15718776,4.764851956,6.436,5.7175,1.974968302,1.25670988,high
15.238,0.283,4.980273222,4.614852791,5.8295,5.5835,2.241316067,1.259991394,med
15.416,0.283,4.860714333,4.582158116,6.4815,5.837,1.995511795,1.112096097,high
15.71,0.283,4.811260671,4.160594108,6.7305,5.6545,1.89095615,1.328564067,high
16.355,0.283,5.219680734,4.467000044,6.611,6.3075,2.272197655,1.049739771,high
15.735,0.284,5.147420146,4.696794683,6.427,5.97,1.996692951,1.195555925,high
15.536,0.285,5.02941423,5.004092334,6.8165,6.064,2.085519311,1.278281833,high
16.692,0.285,5.276131511,4.69355043,6.914,6.276,2.07058565,1.146682133,high
16.482,0.287,5.101660906,4.284174964,6.701,6.1225,2.074021991,1.123575658,high
16.54,0.287,5.02906642,4.623372067,6.5,6.072,2.270041529,1.093303181,high
16.161,0.288,5.093859819,4.462065748,6.4335,5.8845,2.050395103,1.174110524,high
16.19,0.288,5.028033059,4.372404278,6.3465,5.803,2.105752202,1.195325886,high
15.336,0.289,5.0577607,4.311244923,6.1,5.596,2.21137899,1.167037336,high
15.499,0.289,5.15922232,4.454803497,7.178,6.036,1.778461309,1.185238556,high
15.8,0.29,4.934628181,4.783164269,6.3445,5.6465,2.032153123,1.229543431,high
15.975,0.29,5.387834765,4.700068008,7.0845,6.271,2.039683293,1.220550264,high
15.27,0.291,4.623446349,4.223623747,6.063,5.319,2.193713169,1.291824966,med
16.688,0.291,5.070575729,4.49963119,6.51,5.9975,2.111810664,1.101328554,high
15.641,0.293,5.145274019,4.506600563,5.713,5.5925,2.364911439,1.329945787,high
16.126,0.294,5.080776153,4.643338723,6.603,6.227,1.941864593,1.16953895,high
16.302,0.294,4.779096664,4.579635185,6.622,5.8015,2.082193419,1.283908341,high
16.803,0.294,5.004274421,5.088008902,6.539,5.9425,2.172393357,1.16888934,high
16.526,0.295,4.925183609,4.551957831,6.401,6.226,2.120400428,1.20034272,high
15.608,0.297,4.835740359,4.67556311,6.6035,5.8685,2.163620685,1.27064356,high
15.734,0.297,4.796361011,4.037354888,6.898,6.135,2.109890689,1.103280135,high
16.244,0.3,5.206823951,4.523517663,6.2485,6.1095,2.211592907,1.137396742,high
15.199,0.301,4.776191447,4.581034981,6.7335,5.869,1.995218915,1.150961453,med
15.496,0.301,5.031987685,4.726291882,6.038,5.6185,2.047831438,1.172929504,high
16.087,0.301,4.811710868,5.011307815,6.687,5.9725,1.96175112,1.201855522,high
16.395,0.301,4.818532193,4.607496036,6.527,6.1305,1.992841908,1.250244019,high
15.463,0.302,4.717455464,5.205382183,7.1325,6.4855,1.956673642,1.050997202,high
15.644,0.302,5.032425793,4.770467085,6.16,5.3665,2.243232177,1.371265812,high
16.179,0.302,4.997229898,4.33211191,6.284,5.5985,2.169583687,1.360922872,high
16.526,0.305,4.980522645,5.098697127,6.481,5.7045,2.113082759,1.300702234,high
16.25,0.306,5.142329236,4.507275268,5.9595,5.788,2.116687302,1.121558195,high
16.607,0.306,4.897911041,4.731606895,6.623,6.098,2.06491659,1.302665117,high
16.102,0.308,5.258824074,4.38693561,6.4085,5.972,2.091184749,1.159144658,high
16.152,0.308,5.001544477,4.493383984,5.858,5.653,2.203575555,1.206410782,high
16.027,0.31,5.069867053,4.502585188,7.0355,6.362,1.940164242,1.068716873,high
16.439,0.31,5.236583477,4.676651784,6.011,5.7405,2.072047436,1.422091542,high
14.634,0.313,4.94984101,4.491223242,6.0525,5.109,2.226444459,1.388525317,low
16.112,0.313,4.641574085,4.360437376,6.7925,6.5995,2.021344312,0.955768866,high
16.708,0.319,4.998202268,4.79491356,6.8605,6.1865,1.975499438,1.222413258,high
15.938,0.32,4.994614713,4.647173502,6.6015,5.7425,2.037201953,1.158165765,high
16.421,0.32,5.09392524,4.922547525,6.535,6.244,1.913919293,1.191233879,high
15.745,0.321,5.072368348,4.284273326,6.7855,6.054,1.942520663,1.188557799,high
17.126,0.323,4.887429425,5.078337415,7.1425,6.732,2.021017929,0.876757722,high
17.391,0.323,5.084733247,4.436167603,6.1815,6.207,1.954358041,1.160386858,high
16.521,0.325,5.202880415,4.378878147,6.7295,6.5365,2.083338488,1.096161073,high
